beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,sigma_manual,sigma_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
1.97565,2.01819,0.05355,0.05767,0.51575,0.46990,-0.00001,-0.04979,-0.03897,-0.00975,-0.00271,-0.04791,0.00753,0.06075,-0.05290,-0.05519,-0.00317,0.07530,0.05875,0.06043,-0.00651,0.04079,0.00323,0.05416,-0.10529,0.08463
2.01773,2.03379,0.04603,0.04968,0.48972,0.46488,0.00972,-0.03577,0.01505,-0.03840,0.07410,-0.05195,0.04153,0.02956,-0.07708,-0.06107,-0.01163,0.04865,0.05675,0.03305,-0.01123,0.03543,0.05539,-0.01026,-0.04383,0.00614
1.95850,2.07469,0.00312,0.07006,0.48421,0.46802,-0.00041,0.00489,-0.00525,0.00229,-0.00424,0.00317,-0.00224,-0.00186,0.03095,-0.09949,-0.02103,0.00743,0.01585,0.04736,-0.04387,0.01918,-0.12085,0.06829,-0.13301,0.04199
2.07848,2.06546,0.06386,0.08838,0.50733,0.46891,-0.03117,0.01908,-0.12902,0.00851,-0.01111,0.05835,0.09075,0.01552,-0.06104,-0.09651,0.05059,-0.00766,0.03548,0.08825,-0.19081,-0.04400,-0.01354,-0.18231,-0.09917,0.11595
1.96431,2.05144,0.00891,0.07162,0.47140,0.46575,-0.01544,-0.00504,0.01237,0.00181,-0.00744,-0.01854,-0.00910,-0.01024,-0.03018,-0.07593,-0.01917,-0.00018,0.05445,-0.02287,0.02722,0.01135,0.06951,0.05584,-0.14361,-0.08217
2.01776,2.03947,0.00961,0.08962,0.50567,0.47542,0.00229,0.00570,-0.00984,-0.00156,-0.00104,0.01723,0.01085,0.01074,0.00542,-0.13247,0.04078,0.01765,0.02188,0.07554,-0.14643,0.09928,-0.11542,-0.18753,-0.12151,0.16436
1.93012,2.03370,0.03720,0.11699,0.47555,0.45776,0.11465,0.03246,0.07620,0.02021,-0.00864,-0.06118,-0.00382,0.02671,-0.06275,-0.11583,0.02553,0.04796,0.05411,0.00917,0.08066,0.00184,0.08475,0.07765,-0.15520,-0.06579
2.08088,2.01624,0.00978,0.05562,0.50193,0.47837,-0.01044,-0.00960,0.00820,-0.01678,-0.01224,0.01073,-0.00194,0.00511,0.04750,-0.05358,0.08021,0.05893,0.06710,0.09930,-0.07778,0.04508,-0.04621,-0.09246,-0.03792,0.06932
1.89309,2.05081,0.14175,0.02966,0.46855,0.45956,0.07984,0.22852,0.08203,0.11472,0.06672,-0.17798,0.03361,0.08362,-0.01611,-0.05133,0.00023,-0.00674,0.03600,-0.00400,-0.01299,0.00625,0.03714,0.04299,-0.05208,-0.02589
1.96515,2.03262,0.09802,0.05480,0.52566,0.47020,0.05013,-0.04371,0.05569,0.04524,-0.01991,0.12230,-0.00005,0.09418,0.01616,-0.11892,0.04211,0.02060,0.03636,0.04202,-0.03143,0.07851,0.00427,-0.10803,-0.04680,0.04111
1.95149,2.02038,0.04456,0.05493,0.46915,0.45145,0.01552,0.00804,0.07816,-0.02997,0.02640,0.03773,0.04942,-0.00396,-0.10086,-0.06897,0.08893,0.01971,0.06821,0.01548,0.01414,0.02314,0.00119,-0.09644,-0.07502,0.00936
2.00961,1.97641,0.00904,0.08549,0.50351,0.48623,0.01214,0.00262,-0.00711,0.00214,-0.01042,-0.01286,-0.00780,0.01239,0.11086,-0.02976,0.02541,0.08900,0.09522,0.08306,-0.01541,0.09866,-0.03253,0.10130,-0.08306,0.02858
1.99806,2.04709,0.02676,0.10102,0.49091,0.45578,0.00905,0.01822,0.05295,-0.03171,0.05930,-0.00513,0.04170,-0.01597,-0.13583,-0.09722,0.09246,0.03631,0.05516,0.04874,0.02201,0.04837,0.03549,-0.18327,-0.09684,0.05038
1.99339,2.02154,0.00998,0.04092,0.48376,0.48208,0.00950,-0.00471,-0.02297,0.00986,-0.01215,-0.00417,-0.00640,0.00839,0.02138,-0.04165,-0.01845,-0.00175,0.04439,-0.02646,0.00530,0.05893,0.03883,0.03855,-0.07051,0.01054
2.04095,2.04941,0.01958,0.04501,0.48907,0.45782,-0.00388,0.01278,0.03741,-0.01272,0.00451,-0.00108,0.00396,-0.01765,0.00434,-0.03305,0.08464,0.03110,0.04542,0.03743,-0.00470,-0.02423,-0.04720,-0.04793,-0.01801,0.00294
1.98375,2.02456,0.02274,0.05282,0.48333,0.47634,0.02824,-0.01817,-0.00030,-0.01456,-0.01106,-0.02234,-0.00536,0.03333,-0.01445,-0.02065,0.00294,0.00358,0.02708,0.02120,-0.02529,0.11207,0.14306,0.00813,-0.07005,0.09142
1.99530,1.98570,0.07752,0.04870,0.49716,0.47123,-0.00640,0.08846,0.04615,0.01626,0.00624,-0.03757,0.09761,-0.01024,-0.03851,-0.04989,-0.00606,0.08003,0.09598,0.03712,0.01104,0.00415,-0.12627,0.01215,-0.03985,-0.01984
2.03038,2.08940,0.05763,0.04998,0.47138,0.45890,0.03329,-0.00294,0.05129,-0.04894,-0.05688,-0.02683,-0.12402,0.02423,-0.01382,-0.11733,0.05473,-0.06179,-0.05605,-0.01137,-0.06495,0.03824,0.10235,-0.07438,-0.09263,0.04853
1.97964,2.05678,0.03356,0.03857,0.49796,0.47822,-0.01661,0.00302,-0.00305,-0.02125,-0.02205,-0.03025,0.03435,0.05242,0.00629,-0.06231,-0.00459,-0.02691,-0.00561,0.04996,-0.03907,0.01825,-0.04819,-0.03713,-0.12573,-0.09029
2.04189,2.02725,0.05159,0.11375,0.46371,0.45299,0.00602,-0.01604,0.00768,-0.02992,-0.03233,0.06883,-0.05955,-0.05450,-0.03835,-0.13186,-0.06734,0.04244,0.08275,-0.01832,-0.15412,0.15132,0.04751,-0.07442,-0.08379,0.17553
1.99629,2.02741,0.00882,0.04355,0.47670,0.47036,-0.00367,0.00386,0.00435,-0.00106,0.00074,-0.00747,0.00854,-0.00262,0.00094,-0.07530,0.07600,-0.00344,0.02711,0.04928,-0.03436,0.02219,-0.06919,-0.00688,-0.06467,-0.01138
2.06176,2.05651,0.17230,0.05175,0.50222,0.46535,0.00566,-0.05128,0.10570,-0.04394,-0.10385,0.06692,-0.19070,0.04879,-0.02842,-0.05516,-0.09022,0.00776,0.02676,-0.00913,-0.00449,-0.00655,0.06064,-0.04973,-0.08548,0.04313
2.00710,2.02140,0.03861,0.05953,0.47584,0.47073,0.01483,0.01498,0.02609,-0.00452,-0.00896,-0.04283,0.03081,0.02491,-0.01225,-0.10702,0.06021,0.02167,0.04418,0.03259,-0.06992,0.04052,-0.12905,-0.07945,-0.07985,-0.00678
2.00432,2.02418,0.05830,0.13813,0.51137,0.46357,0.00955,0.02520,0.01504,0.00545,-0.04399,-0.01338,0.05578,0.02381,-0.06634,-0.12532,0.11289,0.05064,0.08092,0.03165,-0.02459,0.03120,0.17086,-0.05473,-0.01517,0.14055
1.98351,2.02772,0.03727,0.04266,0.44548,0.47040,0.04676,-0.03953,0.05612,-0.00735,0.02770,-0.03335,-0.06361,-0.01309,0.03562,-0.05482,-0.01054,0.02616,0.02779,0.04902,-0.00167,0.02869,-0.05380,0.00441,-0.10619,0.05469
1.92861,2.00658,0.08426,0.07293,0.50153,0.47611,0.08629,-0.05535,0.07636,0.06683,0.02151,-0.16371,0.09250,0.07818,0.00996,-0.13799,0.06078,0.04828,0.08233,0.13726,-0.05799,0.01610,-0.01455,-0.02242,-0.07099,0.03629
1.92687,2.03490,0.07654,0.07819,0.52141,0.47433,0.08473,-0.16564,0.12013,0.02598,-0.06043,-0.05715,0.03126,0.03316,-0.04117,-0.04294,0.08593,-0.00431,0.05801,0.02813,0.00941,0.03241,-0.04354,0.05011,-0.10416,0.07150
1.98405,2.04769,0.04421,0.08548,0.45921,0.45915,-0.00167,0.09895,-0.01759,-0.01203,0.01580,0.00312,-0.01401,0.00303,0.03915,-0.11918,0.03408,0.00469,0.04316,0.06396,-0.07248,0.03972,0.03805,-0.06617,-0.06900,0.00519
1.97686,2.04474,0.04820,0.08689,0.45370,0.46022,-0.01541,0.13305,-0.00729,-0.02895,0.00244,0.01419,-0.01883,-0.00101,0.03762,-0.12636,0.03370,0.01286,0.04654,0.08280,-0.10628,0.03692,0.01350,-0.07830,-0.08442,0.01633
2.02611,2.02589,0.00248,0.05004,0.53249,0.46796,0.00420,-0.00354,0.00339,0.00205,-0.00066,-0.00138,-0.00090,0.00222,-0.03217,-0.02427,0.01154,0.00665,0.04909,0.02048,0.06891,0.00561,0.00145,-0.01089,-0.10114,0.01179
1.99074,2.03160,0.00210,0.04800,0.52349,0.46690,0.00288,0.00423,-0.00409,0.00047,-0.00155,-0.00158,0.00231,-0.00120,0.00429,-0.05101,0.00926,0.00759,0.06996,0.02881,-0.00861,0.05484,-0.03492,0.02083,-0.06204,-0.03152
1.99757,2.06218,0.00296,0.11506,0.47580,0.47168,-0.00063,0.00565,0.00031,0.00305,-0.00007,-0.00182,-0.00272,-0.00488,-0.02906,-0.11332,-0.01120,0.04755,0.01896,0.07792,-0.08715,0.07018,0.02044,-0.01916,-0.11224,-0.01556
2.01217,2.04361,0.00494,0.11240,0.46270,0.46570,0.00276,0.00400,-0.00135,0.00154,0.01207,0.00936,0.00051,-0.00081,-0.04001,-0.08106,0.05698,0.03367,0.03849,-0.02029,-0.02514,0.14508,-0.20340,-0.07532,-0.08443,0.07677
1.99380,2.05642,0.03003,0.08295,0.52220,0.47251,0.03782,-0.01223,0.00500,0.01280,-0.09652,-0.04402,-0.01672,-0.02435,-0.02288,-0.13540,-0.00144,-0.02676,0.04025,0.03745,-0.08313,-0.10105,0.15456,-0.08229,-0.12932,0.02992
2.01833,2.11196,0.08917,0.11039,0.50108,0.46857,-0.05298,-0.04140,0.08555,-0.14602,0.10879,0.06975,-0.04626,0.03964,0.04107,-0.16931,-0.04244,-0.03497,-0.02727,-0.00480,-0.17641,0.03177,-0.17252,-0.08397,-0.15093,0.00031
2.00153,2.09492,0.01139,0.07180,0.44392,0.48883,-0.00985,0.00599,-0.00278,-0.00550,-0.00867,-0.00864,-0.01030,-0.00553,-0.06732,-0.14625,-0.00254,-0.02158,0.01800,0.01934,-0.06830,0.04871,-0.06252,-0.11905,-0.15484,0.06843
2.04322,2.02374,0.09388,0.05552,0.52368,0.45787,-0.08566,-0.08144,0.05454,-0.17890,-0.01956,-0.01914,0.05196,-0.06146,0.02295,-0.04849,0.02315,0.02820,0.05492,0.03132,0.03230,0.00838,0.04718,0.03640,-0.01223,0.00016
1.95191,2.02369,0.05884,0.03518,0.45699,0.47809,0.02716,0.07194,0.08060,0.03809,-0.04825,-0.02809,-0.03930,0.02189,0.00749,-0.01278,0.04950,0.04000,0.04492,0.06439,-0.03734,0.06122,-0.01816,-0.03953,-0.01290,0.03573
2.04834,2.06832,0.07296,0.06209,0.51387,0.46746,-0.03174,-0.05181,-0.03615,-0.05759,0.05740,0.01447,0.00646,-0.00226,-0.01563,-0.08489,-0.03041,0.04793,-0.00181,-0.03105,0.01299,0.02026,0.02303,0.01206,-0.11386,-0.02155
2.02240,2.05589,0.04242,0.07213,0.50235,0.46022,0.00871,-0.02290,0.01845,-0.01641,-0.00975,-0.04163,0.00926,-0.01906,-0.04617,-0.10056,0.00631,0.04166,-0.00612,0.01024,0.01595,-0.01811,-0.02065,-0.05114,-0.15659,0.05476
2.03386,2.03061,0.05018,0.04574,0.48356,0.47580,0.02828,-0.01052,0.04494,-0.09010,-0.01674,0.04882,0.01579,0.01080,-0.03510,-0.09407,0.04339,-0.03186,0.06553,-0.01520,-0.01693,0.03524,-0.03270,-0.05152,-0.12510,-0.05987
1.94601,2.05747,0.00783,0.06691,0.47911,0.45791,-0.00613,-0.00139,0.00189,0.01346,-0.00147,-0.00397,0.00548,-0.00570,-0.07316,-0.06334,-0.08996,0.03580,-0.01113,0.02847,0.02245,0.07590,-0.00626,-0.11430,-0.07631,0.11095
2.00818,2.06776,0.00455,0.06505,0.49157,0.46263,-0.00255,0.00016,0.00057,0.00994,-0.00174,0.00078,0.00419,-0.00180,-0.02404,-0.08870,-0.04512,0.04112,0.02114,0.04588,-0.01192,0.10300,-0.04824,-0.12292,-0.07187,-0.00471
2.02586,2.03413,0.00527,0.04948,0.50405,0.45595,-0.00470,-0.00116,0.00594,0.01158,-0.00324,-0.00150,0.00494,0.00107,0.00286,-0.06937,-0.01031,0.01845,0.02601,0.02951,-0.02152,0.04999,-0.01627,-0.02760,-0.04461,-0.04660
2.02931,2.07191,0.02228,0.04803,0.47117,0.47409,-0.01176,-0.01046,-0.00060,-0.04225,0.01017,0.01216,-0.03048,-0.01116,-0.00338,-0.07928,0.04338,-0.01341,0.00822,0.02236,-0.02159,0.03614,0.00947,-0.02493,-0.09048,0.10973
1.97880,2.01843,0.03423,0.09705,0.50540,0.46685,0.04200,0.00517,0.00938,0.04269,-0.01584,-0.01516,0.04070,0.02911,0.03782,-0.07164,0.00455,0.01885,0.08703,0.10328,-0.03144,0.03468,0.00365,0.01179,-0.00790,-0.10353
1.97313,2.02188,0.04818,0.04766,0.44671,0.46848,0.04315,0.05682,0.02813,-0.03298,-0.04207,-0.00840,-0.04232,0.02190,-0.01650,-0.03570,0.06404,0.03954,0.04062,0.02085,-0.02954,0.04825,-0.02225,-0.02361,-0.06906,0.15136
1.98919,2.05413,0.01135,0.10419,0.52444,0.46047,-0.01160,-0.00732,0.00379,0.00612,0.00541,0.00624,0.01063,-0.00070,0.02669,-0.12322,-0.03421,0.02259,0.04070,0.10409,-0.04687,-0.02510,0.03164,0.00519,-0.08057,-0.21485
1.98999,2.02181,0.01690,0.11287,0.51435,0.45390,-0.03464,-0.00951,0.00982,-0.00191,0.00961,0.01506,0.02757,0.00146,0.06308,-0.15870,0.04207,0.04132,0.04280,0.04930,-0.10810,-0.04144,-0.01356,-0.05582,-0.08362,-0.03625
1.98192,2.02671,0.03269,0.11972,0.49604,0.45184,-0.02088,-0.01415,-0.00266,0.00441,-0.00284,0.01016,0.06325,0.00842,0.04465,-0.14192,0.04945,0.02136,0.08041,0.06803,-0.17275,-0.02651,-0.00043,-0.06659,-0.16295,0.02980
1.99775,2.02262,0.02834,0.07372,0.48942,0.45776,-0.02385,-0.01923,0.02152,0.01240,0.00967,0.00277,0.06458,-0.00651,-0.05120,-0.02560,-0.00177,0.01633,0.05314,0.02652,-0.01647,-0.01058,-0.05935,0.01529,-0.11703,-0.02297
2.01295,2.02754,0.03736,0.07803,0.49672,0.45530,-0.01329,-0.00570,0.01237,0.00309,0.00637,-0.00466,0.08662,-0.00044,-0.05613,-0.00437,-0.00913,0.02117,0.05781,0.03209,-0.04766,0.00091,-0.08451,-0.02460,-0.14327,-0.00310
2.02533,2.04139,0.05823,0.08108,0.48257,0.47881,0.00104,-0.00054,0.01389,-0.02029,-0.03160,-0.02188,-0.14944,0.02025,-0.00430,-0.22542,0.03846,0.02241,0.04726,0.04921,-0.07659,0.01815,0.05203,-0.08750,-0.09523,0.07599
2.00895,2.06484,0.05356,0.07186,0.50230,0.46556,-0.06360,0.06186,-0.00062,0.01042,-0.01468,-0.03214,0.03592,-0.03909,-0.10868,-0.01317,0.00714,-0.00547,0.00551,-0.04033,-0.00393,0.02371,-0.08256,-0.04078,-0.12355,-0.03299
2.04838,2.02626,0.03699,0.06501,0.46677,0.47281,-0.01444,0.00167,-0.02961,-0.04151,0.03039,-0.00487,-0.00938,0.04102,-0.08268,-0.08188,0.06645,0.00829,0.05297,0.02122,0.00575,0.02846,-0.02238,-0.02840,-0.04598,0.09435
2.05319,2.01358,0.04409,0.04913,0.47146,0.46424,-0.04328,0.00060,-0.01007,-0.07510,0.04540,0.02061,-0.00751,-0.01917,-0.03958,-0.04063,0.03543,0.01934,0.07165,0.07259,0.01596,0.05675,0.05520,0.02575,-0.03937,-0.01169
1.97468,2.02250,0.03746,0.07424,0.50233,0.46778,0.03321,0.02803,0.04185,0.01516,-0.08582,-0.07393,-0.02844,0.04084,0.07049,-0.07523,0.03819,0.05118,0.07212,0.01374,0.02796,0.00450,-0.04371,-0.06118,-0.08377,0.01987
2.01594,2.02619,0.00986,0.08701,0.47737,0.46628,0.00503,-0.00217,-0.00747,0.00535,0.01185,0.01376,0.00729,-0.00805,-0.05058,-0.06203,0.06735,0.02556,0.06920,0.16905,-0.06776,0.14988,0.05432,0.00369,-0.08407,0.07297
2.01836,2.03411,0.01423,0.03191,0.50514,0.47110,-0.01576,-0.02628,-0.01474,0.01666,0.01565,0.01353,0.03234,-0.01714,-0.03712,-0.03414,-0.00869,0.00909,0.02457,0.06808,-0.00379,0.07076,0.00723,-0.04437,-0.01308,0.04112
1.99982,2.04255,0.03007,0.07348,0.48402,0.46423,-0.00525,-0.01341,-0.02744,0.00935,0.00918,0.04106,0.02466,-0.02526,-0.05545,-0.04102,-0.01008,0.00727,0.04702,0.08272,-0.02140,0.11091,-0.06772,-0.05922,-0.04864,0.10458
1.95323,2.00699,0.00283,0.12047,0.48042,0.47029,-0.00011,0.00118,-0.00233,0.00025,-0.00059,-0.00184,0.00442,-0.00063,-0.05050,-0.10143,0.03582,0.06697,0.08580,0.08914,0.07939,0.08261,-0.27423,-0.08212,-0.15747,0.19150
1.97470,2.03893,0.01780,0.04292,0.47490,0.46909,0.00745,-0.01898,-0.00173,-0.01614,-0.00335,-0.00389,0.01579,-0.02369,0.02903,-0.03366,0.01492,-0.00438,0.02487,0.04360,0.03352,0.05464,-0.01738,-0.03201,-0.04751,0.01146
1.96720,1.99394,0.09208,0.04786,0.50765,0.46577,-0.02268,0.11450,0.03791,0.04074,-0.06586,-0.01484,-0.10534,0.10524,-0.01892,-0.04530,0.05372,0.06737,0.07817,0.03286,-0.06584,0.02096,0.03061,-0.01048,-0.02175,0.01503
2.04640,2.03111,0.04718,0.09558,0.45574,0.46355,-0.01829,0.02838,-0.00229,-0.06640,-0.03079,-0.05962,0.00523,-0.00986,0.06054,-0.15150,0.03576,-0.03219,0.07674,0.11246,-0.02391,0.07578,0.01336,-0.05043,-0.15435,-0.02325
2.02723,2.06412,0.07919,0.04098,0.47273,0.46396,-0.06201,0.06122,0.07981,-0.10366,-0.05053,-0.05606,-0.07496,-0.03617,0.07385,-0.07400,0.02340,-0.01343,0.00293,0.02416,-0.00605,0.04646,0.04133,-0.04357,-0.04022,0.07113
2.04394,2.02500,0.06654,0.09326,0.47509,0.48255,-0.02104,-0.02000,-0.01496,-0.07964,-0.05962,-0.08564,0.03985,0.03167,0.12764,-0.09733,-0.02765,-0.02498,0.06314,0.07299,0.03314,0.18196,0.00500,-0.04434,-0.10669,0.06138
1.95669,2.02386,0.09145,0.04025,0.46211,0.44832,0.02556,0.02721,0.09842,0.02638,-0.04382,0.03488,-0.06732,-0.03382,-0.11469,-0.00384,0.02793,0.05000,0.05060,0.04216,-0.02667,-0.01218,0.03679,0.00599,-0.00464,-0.00003
1.99767,1.98207,0.01466,0.08095,0.51586,0.48819,-0.00240,-0.00200,-0.01348,-0.01294,0.00204,-0.01457,0.00147,0.00443,0.22917,-0.09497,0.05421,0.01257,0.10511,0.04177,-0.01390,0.07875,-0.05729,-0.05726,-0.12872,0.04984
1.99787,1.97013,0.01217,0.09527,0.51164,0.48443,-0.00053,-0.00290,-0.01230,-0.00995,0.00002,-0.01908,-0.00136,0.00635,0.23083,-0.09885,0.05761,0.02853,0.12260,0.05317,0.01499,0.06857,-0.02181,-0.08651,-0.12715,0.07432
2.00525,2.03991,0.01980,0.05408,0.47612,0.48058,0.02672,0.00411,0.00071,0.02518,-0.02023,-0.01996,0.02141,-0.00243,-0.02014,-0.03032,0.02135,0.06240,0.02119,0.02398,0.02462,0.01931,-0.03190,0.01784,-0.07401,0.01178
1.99561,1.98532,0.02223,0.07457,0.48917,0.48131,0.03341,0.00081,0.02770,-0.01743,-0.06260,-0.00097,-0.03041,-0.01694,-0.04810,-0.08355,0.08206,0.04126,0.12489,0.06026,0.06346,0.03763,-0.03134,-0.05244,-0.06405,-0.03228
2.01455,2.00640,0.03725,0.05441,0.47016,0.45803,-0.05605,0.00045,-0.01758,0.00534,0.03936,0.03774,0.02399,0.03503,0.10393,-0.03258,0.03847,0.06989,0.05801,0.08800,0.06059,0.05049,-0.05617,-0.00941,-0.00508,0.11510
2.01143,1.98097,0.00993,0.07953,0.47173,0.46696,-0.01072,-0.01424,0.01728,-0.01055,-0.01287,0.00916,0.00097,-0.01461,-0.01589,-0.14348,0.07267,0.05868,0.10849,0.11169,-0.00083,-0.00942,0.04711,0.03806,-0.10255,-0.05791
2.01593,2.03529,0.02229,0.06483,0.49152,0.46491,-0.02426,0.00256,-0.00395,0.03119,-0.01750,0.00195,0.01268,-0.01646,0.07394,-0.04168,0.04216,0.01342,0.02627,0.02205,-0.03833,-0.02804,-0.01714,-0.03585,-0.10682,0.07654
2.02776,1.91253,0.01806,0.09007,0.48898,0.46887,-0.02117,0.00408,-0.00754,-0.02247,-0.00710,0.01212,-0.01850,-0.03037,0.06717,-0.07755,0.12660,0.13702,0.19829,0.13286,-0.07500,0.13322,0.10856,0.07078,-0.00112,-0.01949
1.94634,1.97310,0.02502,0.18697,0.49006,0.46681,0.02575,0.00247,0.02944,0.02538,-0.01436,-0.03590,-0.00422,0.05799,0.04467,-0.12262,0.12166,0.10725,0.07676,0.18850,-0.10443,0.05146,0.11122,0.00870,-0.03881,0.27813
1.99072,2.02193,0.07448,0.16595,0.46626,0.46990,0.00137,-0.05981,0.03092,-0.00759,0.19692,-0.09408,-0.05938,-0.00482,-0.02089,-0.01729,0.04821,0.06950,0.07937,0.00830,0.01245,0.13745,-0.00648,-0.00962,-0.11915,0.23202
1.99457,2.09078,0.00302,0.08890,0.50948,0.46424,-0.00056,0.00128,-0.00041,-0.00410,-0.00935,0.00370,0.00295,0.00215,0.00703,-0.12675,-0.03941,-0.07235,-0.00732,0.00333,-0.12385,0.01238,-0.06673,-0.06837,-0.18687,-0.03901
1.99316,2.08429,0.03204,0.13822,0.49224,0.45564,0.02496,0.00899,-0.04710,-0.01405,-0.04042,0.00086,0.02823,0.00298,0.05146,-0.20395,-0.04634,0.00359,-0.00592,0.01670,-0.05421,-0.11653,-0.08295,-0.04136,-0.12198,0.08996
2.00999,2.04788,0.02213,0.11264,0.47362,0.44544,0.01978,0.02963,-0.03877,-0.00244,-0.00844,0.02445,0.00667,-0.00497,-0.07876,-0.10678,0.01366,-0.01848,0.04853,0.01025,-0.05969,-0.01345,-0.02617,0.00718,-0.16852,-0.00635
1.97134,2.04195,0.09379,0.08470,0.49966,0.48742,0.04598,-0.06114,0.19923,0.02423,0.00178,-0.15304,-0.01954,0.00978,0.03358,-0.07695,0.04716,0.02488,0.04277,-0.01895,-0.04867,0.07937,-0.03785,-0.05791,-0.12276,0.12582
2.03244,2.01906,0.01737,0.10292,0.49130,0.46288,-0.02416,0.03828,-0.02366,0.00155,-0.00845,0.02206,-0.00518,0.00570,-0.00120,-0.10944,0.00503,0.03703,0.06124,0.13332,-0.07475,0.04606,0.02790,0.00860,-0.06608,-0.06107
2.01320,2.06656,0.02200,0.07434,0.49466,0.47145,-0.00212,-0.04351,0.03700,-0.00438,-0.00229,-0.01480,0.01138,-0.01659,-0.03820,-0.11435,-0.00792,-0.02559,0.00531,-0.08121,-0.05170,0.06110,-0.05654,-0.11036,-0.12971,0.11705
2.01782,2.09937,0.16609,0.09317,0.50723,0.45952,0.03224,0.08535,-0.09199,-0.00189,-0.06252,-0.05317,0.00635,0.00480,-0.17902,-0.09465,-0.02589,-0.02748,-0.01605,0.03462,-0.01827,0.07008,-0.03501,-0.04982,-0.15869,0.05477
2.07534,2.03957,0.05032,0.07520,0.48989,0.45577,-0.08242,-0.01874,0.06353,-0.05724,-0.03938,-0.01682,-0.05615,-0.00700,-0.00032,-0.12222,-0.00723,-0.01165,0.04760,0.01031,-0.05363,-0.01752,0.02195,-0.15441,-0.10164,0.04715
1.97540,2.02815,0.02652,0.15987,0.51758,0.48627,-0.03636,-0.00918,-0.01338,0.02011,-0.01136,-0.05319,-0.01263,0.03100,-0.00112,-0.07711,0.05919,0.01671,0.06824,0.04453,-0.15333,0.19033,0.09633,0.04945,-0.19102,0.14791
1.99015,2.07528,0.00276,0.07700,0.51519,0.44857,0.00311,-0.00290,0.00407,-0.00085,-0.00357,0.00419,0.00110,-0.00143,-0.01793,-0.23998,0.01241,-0.03234,0.00346,0.01324,-0.00579,0.02863,0.03638,-0.01264,-0.19812,0.14163
2.06968,2.07844,0.03128,0.06682,0.46188,0.48484,-0.03943,0.03566,-0.01561,-0.01319,0.01054,-0.04286,-0.01658,0.01407,-0.07759,-0.02547,-0.02787,0.00227,0.01514,0.00802,-0.10260,-0.00422,-0.05382,-0.11029,-0.11023,-0.07115
1.96053,2.01347,0.03191,0.10092,0.51779,0.45211,0.06179,-0.02691,0.01299,-0.03175,-0.05047,0.02375,-0.02385,0.00116,0.09632,-0.20466,0.04178,0.03989,0.08524,0.06715,0.03173,0.07336,0.00656,-0.06838,-0.05207,0.17574
2.00413,2.00839,0.02320,0.11291,0.45708,0.48481,-0.04362,0.02878,0.01964,0.01746,0.03041,-0.02033,0.01412,0.00495,0.01816,-0.18497,0.05199,0.07637,0.09097,0.08152,-0.16243,0.04332,0.06502,-0.08127,-0.05149,-0.04000
1.99291,2.02765,0.01841,0.04786,0.50856,0.46416,-0.01459,0.00756,-0.00707,-0.00003,-0.01859,0.02091,-0.01749,0.02402,-0.06234,-0.02335,0.04822,0.01670,0.04925,0.03220,0.00993,0.03982,-0.01221,0.02149,-0.12763,0.07862
1.97887,2.02722,0.01055,0.05627,0.52445,0.45643,-0.00072,0.00800,0.00085,0.00027,0.00487,0.00522,-0.00425,0.00345,-0.10999,0.00188,0.05880,-0.01368,0.07258,0.03711,0.02476,0.02565,-0.01652,-0.05874,-0.09867,0.04598
2.04049,2.00045,0.04812,0.07957,0.45616,0.46673,0.02445,0.02965,0.04357,-0.01414,-0.01243,-0.05565,-0.03922,0.01389,0.04185,-0.09085,0.01306,0.09041,0.05444,0.00145,0.01699,0.03452,-0.03278,0.06287,-0.04731,0.08825
2.00386,2.02732,0.00834,0.05741,0.51906,0.46816,0.00134,-0.00415,0.00446,0.00581,-0.00062,-0.00062,0.00700,0.00391,0.00610,-0.05879,0.06904,0.01203,0.04006,0.08431,0.02939,0.04009,0.02669,-0.09447,-0.09555,0.00009
1.96407,1.99257,0.00445,0.06942,0.47636,0.48075,-0.00513,0.00256,0.00422,0.00525,0.00285,-0.00033,-0.00100,-0.00340,-0.05324,-0.08790,0.07169,0.05732,0.08057,0.03905,-0.00815,-0.03417,-0.01969,-0.00356,-0.08154,0.15593
2.05922,2.04682,0.05223,0.10300,0.50193,0.45074,-0.00417,-0.02475,-0.07458,-0.05610,-0.09269,-0.02569,-0.04566,0.03846,0.06032,-0.11119,-0.01152,-0.01576,0.02718,0.04568,-0.10093,0.19843,-0.00002,-0.14107,-0.08261,-0.14386
1.98750,2.01228,0.03061,0.05891,0.48504,0.47506,-0.01725,-0.02730,0.05371,-0.01200,0.02575,0.03981,0.02206,-0.01845,-0.06310,-0.09020,0.03613,0.03179,0.07828,0.02957,-0.07006,0.02394,0.00559,0.00268,-0.10537,0.15393
2.03567,2.03237,0.00675,0.14124,0.50186,0.45480,0.00180,0.00321,-0.01491,0.00569,-0.00419,0.00167,-0.00195,-0.00811,0.12332,-0.07920,0.04840,-0.00088,0.05503,0.11094,0.10155,0.03354,-0.05135,-0.09568,-0.07608,-0.19104
