beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,phi_manual,phi_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
-0.10909,-0.06331,0.11801,0.24539,16.76720,14.93664,0.09507,-0.15612,-0.02669,-0.07145,-0.07254,0.00594,0.12102,0.22674,0.07742,-0.09172,-0.08741,-0.14100,-0.12338,-0.04463,0.07089,-0.08579,0.10351,0.17229,-0.04178,-0.03813
-0.18652,-0.03608,0.33440,0.19424,17.28480,15.48787,0.20327,0.19498,-0.09193,-0.07287,0.01162,0.12414,0.45791,0.23075,-0.05565,-0.09680,-0.09684,-0.10645,-0.16884,-0.11453,0.03599,0.05564,0.12794,0.26164,-0.07802,-0.16478
-0.05202,-0.07946,0.27395,0.10371,13.52125,15.25687,0.09876,-0.11611,-0.21826,-0.11622,-0.21761,0.17528,0.10891,0.19452,0.04968,-0.04784,0.00719,-0.08878,-0.15411,0.00675,0.08722,-0.01122,0.11864,0.12866,0.02469,-0.15019
-0.03771,-0.04448,0.27893,0.11871,13.51405,15.49084,0.00153,-0.11518,-0.16419,-0.12071,-0.22711,0.29750,0.31639,0.14181,-0.01554,0.05378,-0.05116,-0.17415,-0.14236,-0.06265,0.21923,0.06619,0.11392,0.28308,0.00024,0.00019
-0.07442,-0.08802,0.34808,0.08495,13.63888,15.38105,0.09730,0.19990,-0.10788,-0.14494,-0.07385,0.00034,0.05333,0.16710,0.07884,0.04331,0.00258,-0.11699,-0.12898,-0.04179,0.08910,0.05301,0.07989,0.24004,-0.01792,0.09070
-0.07259,-0.08349,0.22638,0.15692,16.75079,14.47329,0.06231,0.10707,-0.17441,-0.21227,-0.16114,0.08101,0.15407,0.12567,0.02740,-0.11192,-0.00324,-0.10159,-0.13950,0.03911,-0.05007,-0.03467,0.13756,0.10530,0.05175,-0.04285
-0.04741,-0.04250,0.19985,0.13515,12.65942,16.11070,0.04404,0.05356,-0.19146,-0.14862,-0.12253,0.08158,0.13485,0.06629,0.07588,-0.01865,-0.02339,-0.12392,-0.14718,-0.06849,0.22046,0.01744,0.06160,0.24737,-0.03866,-0.01790
0.24954,-0.10836,0.50681,0.11671,16.26452,13.84307,-0.22384,-0.35079,-0.55996,-0.49760,-0.26407,-0.31441,-0.10036,-0.13604,-0.04229,-0.09845,0.04077,-0.04577,-0.11288,0.06459,-0.05502,0.09154,0.16871,0.14944,0.08527,0.06216
0.17941,-0.13351,0.26764,0.07690,16.52929,14.70368,-0.17506,-0.09347,-0.34385,-0.41489,-0.35301,-0.04073,-0.00669,-0.09727,0.02054,-0.02803,0.02032,-0.06031,-0.05986,0.03127,0.06464,0.00466,0.20050,0.18809,0.08669,0.03548
0.02905,-0.11012,0.16294,0.09204,14.70450,15.12115,-0.00116,0.18524,-0.31515,-0.26869,-0.19457,-0.09559,-0.02598,0.10115,0.00982,-0.02889,0.04845,-0.06279,-0.09478,0.04017,0.03541,0.07246,0.08963,0.25186,-0.00018,0.02127
-0.02825,-0.13215,0.23532,0.14728,15.09423,14.40532,-0.01871,0.07336,-0.10895,-0.21436,-0.10439,0.14049,0.17597,0.08424,0.06163,-0.02094,0.05806,-0.04589,-0.09095,-0.03993,0.20362,-0.02198,0.33185,0.13511,0.07033,0.12982
-0.00189,-0.11077,0.20276,0.14883,15.98421,14.89115,0.00313,0.21954,-0.22378,-0.26654,-0.16015,0.16924,0.07164,-0.00850,-0.00632,0.02469,0.00401,-0.07538,-0.10408,0.10373,0.03886,0.10186,0.09511,0.31729,0.04462,0.07605
-0.11065,-0.06968,0.08316,0.11035,13.59390,15.26940,0.05606,-0.09977,-0.10454,-0.00320,-0.05116,-0.06351,0.07469,0.08587,-0.02368,-0.01756,-0.08493,-0.11551,-0.13535,0.05105,0.11242,0.13273,0.10677,0.16918,0.03011,-0.12626
-0.15964,-0.03208,0.13316,0.14342,16.01075,14.58707,0.09500,0.13507,-0.01526,-0.15473,0.09415,0.19955,0.20035,0.08672,0.13447,-0.00727,-0.13170,-0.14796,-0.16532,0.02123,0.03389,-0.02509,0.01020,0.15211,0.02249,0.04689
-0.03544,-0.05252,0.12160,0.07530,13.78867,15.42583,0.03345,-0.02967,-0.23665,-0.04228,-0.24979,-0.11761,0.05769,0.09528,-0.08498,-0.11306,0.02093,-0.14589,-0.17228,-0.07107,0.04220,0.02856,0.12566,0.11746,-0.04698,-0.05448
0.12375,-0.07159,0.16897,0.09193,15.55950,15.10174,-0.11650,-0.09629,-0.35338,-0.35367,-0.07434,0.01956,0.03752,-0.01916,0.15486,-0.04214,-0.06229,-0.05741,-0.13255,-0.02307,0.05855,-0.00560,0.02928,0.10706,0.01642,0.09971
0.08528,-0.07207,0.19201,0.09026,14.84039,15.27545,-0.08365,-0.09322,-0.37614,-0.41018,-0.09261,0.01990,0.06970,0.01841,0.16376,-0.02581,-0.06455,-0.07352,-0.12397,-0.04751,0.03455,0.00370,0.01346,0.10258,0.01007,0.10706
-0.11424,-0.12993,0.15372,0.09801,14.72282,14.72123,0.10691,0.06878,-0.16443,-0.03429,-0.09021,-0.06840,0.19019,0.15518,-0.08013,0.03087,0.05103,-0.02102,-0.06919,0.02395,0.00974,0.00007,0.16672,0.14485,0.14173,-0.17727
-0.10931,-0.05257,0.21347,0.08082,15.62931,15.30687,0.08910,-0.13331,-0.00475,-0.16914,-0.14515,0.26283,0.14656,0.13574,0.12585,-0.07148,-0.09798,-0.10520,-0.15166,0.00978,0.11256,0.06038,0.04745,0.11294,-0.02942,0.11254
-0.06463,-0.02622,0.21110,0.07972,14.50334,15.30207,0.13102,0.25375,-0.33018,-0.11349,-0.00437,-0.04992,0.22156,0.25930,-0.04949,-0.00228,0.02420,-0.16444,-0.14971,-0.09561,-0.03896,-0.00078,0.19103,0.07962,-0.05557,-0.00321
-0.00533,-0.07373,0.19598,0.05988,15.78238,14.64879,0.09340,-0.24543,-0.21839,-0.16839,-0.24509,0.09584,0.17038,0.15357,-0.01511,0.04632,0.05221,-0.08877,-0.13443,-0.06591,0.04745,0.06063,-0.04871,0.14492,-0.02261,-0.04339
0.08662,-0.07811,0.14003,0.07821,14.33346,14.50059,-0.07134,-0.10372,-0.14500,-0.23252,-0.03299,-0.05682,0.01721,-0.00596,0.13417,-0.03460,-0.03383,-0.08329,-0.10630,-0.11091,-0.07494,0.05640,0.01741,0.17161,0.00027,0.01040
-0.11029,-0.07902,0.11132,0.11353,14.84562,14.89972,0.09537,0.07772,-0.07733,-0.23945,-0.04300,0.16590,0.21231,0.09229,-0.12920,-0.05367,0.04380,-0.06381,-0.14429,-0.07962,0.23012,0.03843,0.11938,0.17690,-0.04357,-0.07638
-0.00653,-0.09118,0.16865,0.07085,15.34357,14.95110,-0.07875,-0.10443,-0.19426,-0.17595,-0.18202,-0.04156,-0.10476,0.08539,0.14219,-0.13816,0.04633,-0.11985,-0.10889,0.05116,0.07659,0.03627,0.10749,0.09635,0.00110,-0.13368
0.05367,-0.09664,0.13193,0.11358,14.85074,15.18937,-0.03547,0.00666,-0.24606,-0.21619,-0.18984,0.03090,0.17602,-0.04977,-0.13358,0.12131,-0.05892,-0.07255,-0.09490,-0.07289,0.01434,0.02224,0.07154,0.15760,0.03546,0.15220
-0.02494,-0.13433,0.26852,0.08915,15.27293,14.85956,0.09851,-0.04836,-0.07024,-0.11810,-0.10506,-0.11387,-0.01244,0.07565,0.18771,-0.11315,0.02872,-0.06005,-0.06323,0.07874,0.11548,0.07067,0.14161,0.16027,0.02043,-0.24492
0.00626,-0.11978,0.22092,0.18468,13.96819,14.31477,0.08185,0.01501,-0.23630,-0.11713,-0.11639,-0.00296,0.17678,0.09036,0.03410,0.13916,0.07309,-0.03272,-0.09549,-0.04376,0.13509,0.07656,0.08338,0.31561,0.07052,-0.25909
-0.04065,-0.08029,0.17046,0.12137,17.42530,16.34753,0.09330,0.17847,-0.13991,-0.09156,-0.01631,0.13856,0.01979,0.22457,0.03756,-0.04452,-0.00998,-0.09255,-0.10959,0.04274,0.15516,0.00991,0.05417,0.15595,0.00864,-0.02224
-0.27544,-0.02761,0.22132,0.16673,12.96804,14.09759,0.32207,-0.21460,-0.04391,0.03337,0.12699,-0.05163,0.19404,0.41548,-0.04445,-0.08598,-0.04392,-0.13285,-0.16863,0.02265,-0.03902,-0.06838,0.10615,0.13912,-0.02151,-0.12838
-0.19419,-0.05187,0.18281,0.18858,13.21425,14.36710,0.26153,-0.01208,-0.14083,0.00501,0.10272,-0.13830,0.10932,0.28558,0.02099,-0.06163,-0.05963,-0.16334,-0.17649,0.08652,-0.01198,-0.05201,0.10668,0.13420,-0.00892,-0.09118
-0.12445,-0.06963,0.09506,0.19166,16.01137,15.33116,0.19416,-0.12037,-0.06386,-0.03660,0.06260,-0.00906,0.13785,0.15948,0.02403,-0.01074,-0.00764,-0.11447,-0.12765,-0.13711,0.15856,-0.01111,0.18183,0.25472,-0.03902,-0.14731
0.21955,-0.05946,0.27548,0.10753,12.75426,15.22707,-0.18260,0.44163,-0.44438,-0.42437,-0.22279,-0.33563,-0.15299,0.06458,0.07170,-0.08160,-0.01551,-0.12092,-0.12821,-0.10133,0.03752,0.04860,0.17261,0.21801,-0.03015,-0.02105
0.06475,-0.05114,0.18454,0.08343,13.64067,15.66260,-0.08847,0.04879,-0.34086,-0.24141,-0.25047,-0.33474,-0.14871,-0.06530,-0.04702,-0.08472,-0.02317,-0.11112,-0.15476,0.02156,0.10108,0.03958,0.10274,0.14954,0.06734,-0.11108
0.00823,-0.06180,0.12211,0.06767,15.91395,15.72917,-0.11998,-0.07898,-0.19942,-0.25762,-0.16043,0.00958,0.02263,-0.00238,0.03730,-0.09950,0.02307,-0.14072,-0.14696,-0.05072,0.05675,0.03007,0.08631,0.04909,-0.01215,-0.07117
0.00859,-0.04331,0.22296,0.10030,12.71678,15.06510,0.03868,-0.11267,-0.36585,-0.24491,-0.34189,0.18446,-0.06202,0.13486,0.11104,0.00040,-0.06757,-0.13255,-0.16629,-0.04520,0.05251,-0.05753,0.06649,0.19800,-0.00480,0.06348
-0.18841,-0.06864,0.21217,0.07584,15.54599,13.87048,0.16820,-0.04080,0.04364,-0.07888,0.13225,-0.13784,0.41180,0.25074,0.05540,-0.05939,0.03485,-0.11960,-0.13542,-0.03930,-0.06671,0.06592,-0.01760,0.07739,0.02670,-0.01517
0.00165,-0.05519,0.09741,0.15808,14.13853,15.70511,0.04590,-0.06207,-0.28478,-0.13919,-0.14583,0.02008,-0.01200,0.10392,-0.05304,-0.02470,-0.09809,-0.12026,-0.13352,0.00271,0.15808,0.03690,0.24207,0.26189,-0.04801,0.01160
-0.14771,-0.06727,0.10620,0.09705,15.20370,15.20696,0.14152,-0.01671,-0.10378,-0.08785,0.07092,0.01509,0.16222,0.15793,0.04241,-0.01560,-0.06862,-0.10441,-0.11771,0.01240,0.12071,-0.09864,0.06072,0.23823,0.04480,-0.14916
0.14519,0.00828,0.31456,0.17957,14.32810,14.76069,-0.13040,0.31242,-0.22412,-0.30900,-0.37198,0.10715,0.00876,0.00408,-0.06308,-0.16418,-0.04248,-0.18175,-0.21813,-0.13442,-0.06872,0.15637,0.15734,0.15640,-0.05282,0.04469
0.17595,0.00213,0.31929,0.17277,14.16567,15.39898,-0.18566,0.24047,-0.36060,-0.45734,-0.42657,0.05430,-0.11650,-0.05547,-0.00230,-0.15846,-0.02466,-0.20060,-0.22305,-0.10415,-0.15502,0.07708,0.07820,0.13236,-0.05601,-0.03930
0.24969,-0.02251,0.34246,0.19851,14.27938,15.50547,-0.25644,0.20653,-0.57739,-0.42467,-0.41967,-0.37834,-0.15780,-0.16129,0.01571,-0.03661,-0.06223,-0.11975,-0.21090,-0.06874,0.12728,-0.15483,-0.10157,0.13103,-0.08992,0.03253
0.16650,-0.06310,0.27343,0.11581,13.67924,14.68540,-0.06810,-0.12153,-0.38752,-0.47268,-0.45803,-0.01102,-0.01507,-0.13987,0.00612,-0.08301,0.07445,-0.09979,-0.13949,0.01394,-0.01084,0.13244,0.23232,0.15584,0.04469,0.02239
-0.17950,-0.01531,0.13015,0.11962,16.28935,15.53613,0.20005,0.14426,0.04739,-0.01200,0.01970,0.09573,0.24224,0.26531,0.03970,-0.05023,-0.00104,-0.22543,-0.16802,-0.12109,0.04318,0.03561,0.11477,0.12500,-0.09942,-0.15149
0.08434,-0.05131,0.27553,0.10434,14.30132,14.62313,-0.01116,-0.29039,-0.25509,-0.39652,-0.27523,-0.02601,0.15582,-0.07828,-0.01235,-0.01103,0.00307,-0.11095,-0.17001,-0.07411,0.04215,0.02004,0.04520,0.17110,-0.02613,0.04831
0.11242,-0.03688,0.21740,0.12761,13.67507,15.14404,-0.11749,-0.20215,-0.26343,-0.29710,-0.21418,0.06717,0.13496,-0.08839,0.00887,0.05914,-0.09208,-0.16446,-0.12908,-0.10949,0.12513,-0.08682,0.13396,0.24194,-0.09053,0.03626
-0.07268,-0.10868,0.16759,0.09162,16.47078,15.14012,0.01082,-0.20615,-0.08830,-0.03593,-0.06656,-0.04504,0.04779,0.19681,0.02627,-0.09639,0.03177,-0.07845,-0.11682,0.04097,0.00078,0.13463,0.11596,0.04824,0.06692,0.08962
0.07264,-0.03875,0.17422,0.08938,13.20619,14.74080,-0.17996,0.23261,-0.28805,-0.30099,-0.11911,-0.01096,0.07745,0.07466,0.00407,-0.03506,-0.05478,-0.14470,-0.19286,-0.10232,0.08226,-0.03586,0.06106,0.29916,-0.05898,-0.12568
-0.14069,-0.06059,0.11596,0.19359,16.32017,15.32764,0.08214,-0.18713,-0.08049,0.02820,-0.06007,0.04898,0.18002,0.29558,0.05150,-0.14326,-0.05052,-0.14017,-0.16258,-0.07107,-0.00905,0.15997,0.05647,0.37637,-0.11344,0.10941
-0.11103,-0.08340,0.15845,0.12110,15.00532,15.55548,0.16964,-0.12873,-0.14179,0.02377,-0.05404,-0.00164,0.25745,0.35268,0.03696,-0.04355,0.00300,-0.07397,-0.10175,0.01875,-0.02673,0.04324,0.02800,0.15702,-0.04234,-0.01056
-0.01221,-0.04756,0.09446,0.10623,14.18000,14.52543,0.03876,-0.02729,-0.22244,-0.26151,-0.01651,-0.00103,0.05254,-0.02690,0.00524,-0.09057,-0.06443,-0.12797,-0.19712,-0.08392,0.11903,0.00831,0.19241,0.04403,0.08974,-0.01856
0.06145,-0.06157,0.13641,0.09539,13.29696,15.67235,-0.14680,-0.03193,-0.18164,-0.27046,-0.14456,0.21937,0.00629,0.00316,0.08909,-0.02274,-0.00581,-0.09651,-0.12238,0.02113,-0.00108,0.02865,0.02086,0.18545,-0.09772,-0.02478
0.03704,-0.06640,0.12687,0.09765,12.94449,15.72270,-0.15349,-0.01000,-0.16353,-0.26962,-0.13644,0.20959,0.00291,-0.01922,0.11182,-0.02929,-0.00514,-0.11017,-0.11910,0.03245,-0.03297,0.07777,0.02853,0.18087,-0.08779,-0.01119
-0.00933,-0.04840,0.07449,0.08917,17.06559,14.39045,-0.03728,-0.01409,-0.07855,-0.08496,-0.09325,-0.12599,0.03710,0.15448,-0.06518,-0.04243,0.01459,-0.14141,-0.12246,-0.08047,0.12535,-0.02350,0.13591,0.10420,0.10131,-0.03704
-0.03066,-0.06030,0.08942,0.06784,17.60950,14.31725,-0.00943,-0.07143,-0.08481,-0.12448,-0.11566,-0.10316,0.03113,0.10866,-0.00637,-0.03948,-0.01280,-0.06202,-0.11224,-0.07616,0.13891,-0.01938,0.04111,0.03528,0.03623,0.03254
-0.02335,-0.03935,0.12737,0.10080,17.49007,14.62127,0.02380,0.04994,-0.17959,-0.24029,-0.15456,-0.03020,0.15375,0.22402,0.09270,-0.11605,-0.04284,-0.12017,-0.12278,-0.11493,0.14498,-0.03374,0.09597,0.17186,0.09866,0.14453
-0.03965,-0.12018,0.12200,0.06261,12.17671,15.55763,0.18006,-0.02769,-0.07156,-0.07022,0.06904,0.01692,0.15798,0.10731,0.03172,0.03249,0.00284,-0.07457,-0.09176,0.07821,-0.00915,0.05017,0.06380,0.07864,-0.01297,-0.04801
-0.06996,-0.07697,0.25311,0.12627,15.44203,15.47807,-0.00572,-0.29230,-0.14000,-0.17525,-0.18907,-0.00893,0.20927,0.24765,0.09207,-0.08499,0.04987,-0.08830,-0.14796,-0.16218,0.01714,0.17352,-0.05758,0.24462,0.03336,0.12316
-0.19710,-0.06695,0.18294,0.05920,14.32855,14.55301,0.08306,0.26430,-0.12290,-0.06388,0.06340,0.12919,0.20280,0.32326,-0.04804,0.02988,-0.04679,-0.11437,-0.15249,0.08395,0.02732,-0.01371,0.13636,0.08339,-0.01414,-0.13138
-0.10221,-0.06723,0.13719,0.08689,12.04683,15.43549,0.09321,-0.23449,-0.00110,-0.12246,-0.15929,-0.06260,0.16592,0.01616,-0.03248,-0.01964,-0.06448,-0.15586,-0.13884,-0.02409,-0.03337,-0.00929,0.06878,0.15230,0.01966,0.15277
-0.06687,-0.05516,0.13560,0.09572,15.17770,14.19738,0.03973,-0.01034,-0.18748,-0.06689,0.02218,-0.14501,0.11284,0.20276,0.02424,-0.14659,0.00966,-0.12279,-0.15141,-0.04315,0.10304,-0.02740,0.10463,0.13623,-0.10182,-0.05088
-0.07425,-0.04264,0.11638,0.08255,15.82940,14.27389,0.08718,-0.03149,-0.24824,0.00149,-0.00560,0.04449,0.17802,0.14168,-0.00494,-0.05323,0.02236,-0.13630,-0.16690,-0.02533,0.11083,0.02910,0.06709,0.13337,-0.03815,0.01912
-0.17487,0.01170,0.27144,0.15022,15.93956,15.95335,0.11659,0.01906,0.14931,-0.22963,-0.11418,0.50927,0.18891,0.25615,-0.00539,-0.20242,-0.15537,-0.14370,-0.19616,-0.07395,-0.10717,-0.03959,0.00692,0.14008,-0.04268,-0.07627
-0.06257,0.02447,0.14301,0.15179,14.29747,15.06317,0.03404,-0.05430,-0.28442,-0.03076,-0.03275,0.05825,0.15190,0.06326,0.00208,0.01053,-0.02626,-0.19618,-0.22996,-0.12422,0.02248,-0.06618,0.09054,0.06543,-0.10538,0.10594
-0.09585,-0.00276,0.12204,0.14135,16.09984,14.33137,0.07405,0.06108,-0.05675,-0.22301,-0.13025,0.16754,0.10069,0.21853,-0.09872,-0.24376,-0.11373,-0.14700,-0.20321,-0.06660,0.02620,-0.02709,0.07104,0.16653,-0.04551,-0.02122
-0.12814,-0.00107,0.10941,0.12093,14.86709,14.93409,0.11005,0.08425,-0.09366,-0.12387,-0.02584,-0.05350,0.32248,0.05942,-0.00130,-0.06253,-0.04394,-0.19576,-0.22868,-0.08873,0.10071,0.00961,0.05399,0.08836,-0.07569,0.13011
0.03810,-0.09174,0.15181,0.11492,16.95683,15.66131,0.04471,-0.08372,-0.20239,-0.26275,-0.16179,0.18416,0.00640,-0.01826,0.01955,0.00955,-0.03258,-0.08137,-0.11920,-0.12015,0.13166,0.06606,0.16900,0.20972,0.03601,-0.17836
-0.02696,-0.05981,0.09795,0.09060,12.11791,14.51022,-0.00744,0.15970,-0.16400,-0.11024,-0.07837,-0.01511,0.04283,0.12518,0.11170,-0.08010,-0.01332,-0.10923,-0.14951,0.08502,0.04516,0.04731,0.02901,0.09620,-0.01418,-0.01331
-0.11161,-0.09433,0.09749,0.08259,14.12570,14.37250,0.19732,0.28402,-0.13878,-0.13043,-0.13532,-0.09921,0.06111,0.08848,-0.09869,-0.06345,0.04282,-0.09031,-0.09874,0.01494,-0.01646,0.09926,-0.01733,0.17180,0.00491,0.06476
-0.02818,-0.10272,0.04578,0.07948,15.32877,13.88526,0.08526,0.15082,-0.05483,-0.05546,-0.02191,-0.03662,0.03069,0.05575,-0.08480,-0.00214,0.01311,-0.05530,-0.09748,0.03322,0.03865,0.14926,-0.06631,0.14608,-0.00746,0.06655
-0.02066,-0.05348,0.11135,0.09233,13.91727,15.51054,0.05161,-0.04222,-0.20735,-0.07815,-0.22242,0.06328,0.11069,0.02572,0.05497,-0.01323,0.00556,-0.12307,-0.14842,-0.02451,0.12397,-0.15418,0.23984,0.14018,0.12170,-0.08396
0.05503,-0.08086,0.18088,0.05573,14.17550,16.17073,-0.05923,-0.06870,-0.29066,-0.32026,-0.15910,0.10050,0.02615,0.17977,0.02794,-0.03568,-0.05833,-0.09082,-0.12729,-0.00757,-0.00679,-0.01244,0.04100,0.12989,-0.00888,-0.07993
-0.08482,-0.07060,0.22143,0.11990,15.31218,14.32135,0.07440,0.01341,-0.13521,-0.05892,-0.09970,0.12069,0.23913,0.17923,0.01439,-0.11362,0.02951,-0.10885,-0.15961,-0.06067,0.09888,0.01384,0.06900,0.06728,-0.02271,0.19225
-0.16994,-0.01918,0.20499,0.13246,16.19970,15.58879,0.15925,-0.21988,0.04401,-0.05446,0.00378,0.08795,0.22555,0.28588,-0.05403,-0.15225,-0.06144,-0.16529,-0.17844,-0.04667,0.07569,0.00476,0.04445,0.21403,-0.03617,0.20942
-0.08216,-0.05053,0.22269,0.12836,14.94990,14.15957,0.09100,0.28896,-0.22482,-0.12672,-0.09159,0.34198,0.29403,0.29831,0.10502,-0.01043,-0.01234,-0.15112,-0.15076,-0.01467,0.06932,0.02784,0.12901,0.14702,0.00801,-0.18061
-0.00271,-0.04927,0.14883,0.16484,14.58214,15.93546,-0.02627,-0.24590,-0.27824,-0.16127,-0.15833,-0.17147,0.11430,-0.03406,0.06442,0.02187,-0.07769,-0.09682,-0.16147,-0.03997,0.05649,-0.05138,0.16422,0.18068,-0.01577,-0.00803
0.05563,-0.08011,0.21210,0.14901,13.34201,15.86506,-0.12360,-0.02335,-0.28947,-0.39528,-0.35448,-0.15414,-0.00828,0.13682,-0.10930,-0.02232,0.03002,-0.13190,-0.12600,0.02621,0.16249,0.12708,0.17701,0.16581,-0.04851,-0.05759
-0.00852,-0.08796,0.10532,0.12055,13.48948,14.94981,0.10980,0.07578,-0.15085,-0.17375,-0.13318,-0.24212,0.01650,-0.00870,0.11324,-0.01356,-0.03356,-0.07492,-0.11207,0.07553,0.21828,-0.04911,0.20226,0.21244,0.01801,-0.13458
-0.06878,-0.05584,0.15912,0.11178,15.61603,15.05685,0.16001,-0.12114,-0.16330,-0.10307,-0.03986,0.31811,0.18087,0.02461,0.02783,-0.06544,0.01530,-0.08573,-0.15637,-0.01455,-0.08204,0.08052,0.01343,0.17170,0.02145,0.07811
-0.19420,-0.06270,0.17012,0.08450,15.24898,15.24200,0.17363,0.05016,0.07640,-0.00177,-0.00911,0.03972,0.32330,0.44285,-0.00536,0.00483,-0.08673,-0.15500,-0.12757,-0.00213,0.08960,-0.00325,0.10029,0.15603,-0.01806,-0.10015
0.06483,0.04186,0.19109,0.16536,14.78411,14.85695,-0.15294,-0.07050,-0.35053,-0.24829,-0.14775,0.17078,0.02901,0.14181,-0.13179,-0.25958,-0.08217,-0.16209,-0.25575,-0.10952,-0.10568,-0.12366,0.01289,0.18424,-0.09867,0.01843
-0.10006,-0.06391,0.08828,0.12357,15.36691,14.96252,0.10286,0.11696,-0.02976,-0.09635,-0.09339,-0.07736,0.14421,0.09758,-0.05614,-0.15340,0.02363,-0.07276,-0.15975,-0.00051,-0.01153,-0.01617,0.03693,0.15837,-0.04289,-0.13869
-0.05598,-0.11842,0.17231,0.12329,14.80330,14.75440,0.09730,-0.17351,-0.25982,-0.05163,0.07146,0.04974,0.06888,0.18885,0.12447,0.07385,-0.00408,-0.07049,-0.09363,0.05072,0.14936,0.03770,0.18068,0.17198,0.04026,0.02996
0.02650,0.00332,0.10151,0.12781,15.13446,15.17189,0.03808,0.05081,-0.09884,-0.14625,-0.14647,-0.01294,0.03660,0.07660,-0.11820,-0.21089,-0.05834,-0.17321,-0.17775,-0.03658,-0.04828,-0.00636,0.02983,0.20149,-0.05677,-0.08392
-0.09427,-0.07903,0.25774,0.09328,14.85471,14.89591,0.10692,-0.14987,-0.03791,-0.21980,-0.12651,0.08510,0.21498,0.13330,0.10570,0.00690,0.02487,-0.12583,-0.08848,0.01537,0.06489,-0.01043,0.07470,0.15439,0.00210,-0.00887
-0.08726,-0.02466,0.12624,0.24501,14.77517,14.92095,0.07119,0.03451,-0.20703,-0.10025,-0.14719,0.03504,0.19450,0.17432,-0.12393,-0.17614,-0.07035,-0.20795,-0.13543,-0.05146,0.05189,0.09379,0.19474,0.16197,0.07700,-0.28563
-0.10416,-0.10840,0.10452,0.08832,15.16468,15.16758,0.06476,-0.02754,-0.03389,-0.14847,0.03863,-0.11385,0.13093,0.12253,0.11429,0.06224,0.01915,-0.12382,-0.13373,0.01510,0.12121,-0.00600,0.07355,0.30458,0.07406,0.06845
-0.11459,-0.13989,0.13931,0.07285,16.13707,14.55544,0.05037,-0.20850,-0.07657,-0.08844,-0.08870,0.05183,0.19392,0.18138,0.15237,-0.02121,0.03668,-0.06492,-0.09438,0.03879,-0.01851,-0.00666,0.12809,0.06226,0.07187,0.01111
-0.13209,-0.12365,0.47555,0.12471,13.73631,16.09652,0.18950,0.21086,-0.17142,-0.22177,0.13762,0.18430,0.18677,0.24187,-0.03187,0.08196,-0.00399,-0.07555,-0.10081,-0.02905,0.10428,0.04423,0.12732,0.38483,0.07810,0.06849
-0.15049,-0.14322,0.25356,0.10078,12.66463,15.85658,0.11508,0.03427,0.01775,0.00845,-0.11584,0.18908,0.31487,0.24902,0.16193,0.05533,0.06444,-0.03540,-0.07667,0.06078,0.14172,0.00672,0.03326,0.12674,-0.02266,0.05221
-0.09544,-0.11806,0.17055,0.13389,14.27482,14.82419,0.13188,-0.00544,-0.14873,-0.17952,-0.07047,0.01230,0.21094,0.15034,-0.07642,-0.05735,-0.01686,-0.07884,-0.06432,-0.01789,0.08754,0.03876,0.14640,0.25557,0.12018,-0.11902
-0.05272,-0.06915,0.27343,0.11061,15.85509,15.18487,0.09521,-0.13279,-0.13921,-0.30868,-0.27184,0.21429,0.09329,0.12046,0.15703,-0.03056,0.00959,-0.10180,-0.12209,-0.06456,0.09066,0.06944,0.09340,0.16091,-0.00707,0.01734
-0.09378,-0.08064,0.17472,0.12184,15.41832,14.45193,0.19220,0.05826,-0.05629,-0.20405,-0.07376,-0.08517,0.21187,0.20998,-0.05088,-0.09350,-0.06504,-0.12233,-0.09775,0.00343,0.07587,-0.09077,0.03143,0.24556,0.04268,-0.12338
-0.12073,-0.06573,0.15499,0.09146,15.87770,15.46342,0.11906,0.20730,-0.06072,-0.07929,-0.15137,0.17406,0.13655,0.17786,-0.13867,0.05850,-0.01645,-0.05319,-0.15029,-0.05597,0.01488,0.02063,0.09268,0.17821,0.03104,0.05619
0.01892,-0.01950,0.19717,0.09789,14.54204,14.56946,0.05294,-0.00274,-0.18574,-0.18851,-0.16473,-0.15335,0.11246,-0.03641,0.12870,-0.15485,-0.04794,-0.19923,-0.21465,-0.00032,-0.04699,0.01932,0.11194,0.13854,0.01306,0.03150
0.00209,-0.11232,0.19480,0.16847,14.57114,15.29023,-0.01765,-0.09892,-0.27843,-0.21201,-0.11758,0.08794,0.05148,0.16137,0.01165,0.10856,0.06418,-0.06419,-0.08544,-0.01809,0.26637,-0.01016,0.10706,0.30943,0.01421,-0.05630
-0.06861,-0.04854,0.26234,0.13459,15.04125,14.98277,0.06331,0.00011,-0.00774,-0.09271,-0.13727,0.19689,0.22803,0.09157,0.04488,-0.15655,-0.05033,-0.12414,-0.17686,0.00084,-0.05908,0.13241,0.14800,0.13122,0.03394,-0.05233
